app_name,Setelah Normalize
IPOT,saya sudah registrasi tapi tidak aktip2 berapa lama y verifikasinya terimakasih
IPOT,sudah bagus dan lancar lanjutkan
IPOT,makin dinupdate makin kacau masalah slalu sama gangguan pas wd wd makin ribet sejak 2017 gitu2 saja masalahnya ngaca ngapa ngaca di aplikasi lain tidak seribet ipot rasain lu di judesin presiden ri eh mantan deng
IPOT,tolong lah ipot ni knp error trus suka log out sendiri skrg mau login tidak bisa sudah minta kode otp via sms dan wa tp tidak prnah masuk gimana mau login klo tidak dpt otp nya
IPOT,berkali kali tidak bisa daftar padahal data sudah valid dan benar ada pesan disuruh update aplikasinya tapi pas di cek di playstore tidak ada update sama sekali untuk aplikasi ini jadi saya yakin aplikasi yang saya gunakan sudah versi terbaru tidak perlu update lagi tapi ketika mau daftar muncul lagi pesan update aplikasi apk anehh ini
IPOT,plus bikin akun mudah bisa multi akun minus sangat ribet penggunaannya beberapa fitur susah dicari banyak istilah yang sukar dipahami yang tidak ada penjelasan lebih lanjut tidak ada detail laba rugi saat akan order dll tolong berbenah sangat cukup alasan untuk seseorang pindah platform dari sini
IPOT,ini kenapa aplikasi tdk bisa dibuka ya
IPOT,tetap profesional membangun indonesia terima kasih ipot
IPOT,ipot sekarang keren menjadi mohon tambahkan fitur ada tgl dan nilai force sell kayak di poems dan rhb dijamin paling ok buat trading
IPOT,alah tidak jelas
IPOT,aplikasi sering eror dan lambat tidak seperti aplikasi sebelah
IPOT,register gagal mulu mohon update aplikasinya padahal aplikasinya baru saja di install buang waktu coba register gagal mulu
IPOT,pas ngetik suka tidak keluar huruf yang diketik
IPOT,di app android tidak bisa d bka mo transaksi tidak bisa kmarin2 bisaklo d laptop normal
IPOT,mantap nihhh
IPOT,keren sih aplikasinya
IPOT,kenapa tidak bisa daftar registernyadi suruh update register kenapa ini
IPOT,tibatiba kena limit padahal dana kas masih 3jtbeli yang ratusan ribu saja tidak bisa makin tidak jelas nih ipot
IPOT,pagussih tapi susah buat akun nyaahampir 5 bulan
IPOT,hadehhhh saya kehilangan momentum penting min malah login ulang parahhh
IPOT,ternyata seiring berjalannya waktu makin tidak jelas terlalu kebanyakan fitur malah jadi berat padahal device dan jaringan sudah lebih dari cukup loh jujur saja secara penggunaan dan aksesnya lebih mudah waktu jaman ipotgo dan via bot telegram minimalis dan ringan sungguh disayangkan malah dihilangkan
IPOT,serinh error
IPOT,bagaimana cara ganti rekening withdrawal
IPOT,semoga ke depan bisa merubah akun bank dengan mudah dan langsung dari aplikasinya
IPOT,ini kenapa si searching saja susah
IPOT,eror mulu
IPOT,setiap update pasti error bintang 1
IPOT,mudah pas daftar lelet pas di pakai stresss jual saham tidak bisa bisa padahal sesuai harga
IPOT,bagus sekali
IPOT,tidak jelas masa kena limit padahal baru isi 8jt pas transaksi kedua kali kena limit tidak jelas waktu withdrawl notifikasinya melebihi dana padahal baru isi kena potongan nya sampe 200k pantes bnyak ulasan kurang bagus aplikasi dan pelayanan nya kurang memuaskan siap2 pindah aplikasi lain
IPOT,selalu jaga sistem dengan baik dan perkecil masalah sistem ipot agar customer puas semoga kedepannya tetap jadi sekuritas yang dapat diandalkan dan dipercaya customer
IPOT,wd daripagi sampai sekarang tidak masuk tanya cs dan email tidak ada jawaban
IPOT,kenapa setelah update akun saya tidak bisa di buka lagi
IPOT,sena ng hati senang hati
IPOT,good
IPOT,fitur stock screenernya di upgrade dong
IPOT,mohon di perbaiki lagi performanya banyak sekali bug2 yang tidak jelas
IPOT,lha kok ndak dapat dibuka padahal dah yang paling update
IPOT,sementara bintang 3 dulumasalah transfer top up sudah clearsemoga aman utk withdraw nya nanti seperti sebelum2nyaterima kasih
IPOT,sangat membantu
IPOT,custumor servise nya bagusmeskipun agak ribet prosesnya dr mulai kirim emailtelpon vidip call sampai ke tempat sekuritasnya tp alhamdulillah semua masalah teratasi dr ganti paswordlupa paswordganti rekeningdll
IPOT,anjayy lama aq pake ipot ini dulu nya bagus ya wd cepet tp sekarang dari mulai penjualan saham dalam waktu satu hari itu tidak bisa di wd kebangetan seh ini mulai ragu seperti nya harus cari broker laen lagi
IPOT,bisa diandalkan
IPOT,mantab aplikasi mulai juni 2025 kog sering ngehank yaa pakai ipot mohon koreksi lgi apk nya
IPOT,kenapa sekarang buat narik dana di rdn dipersulit
IPOT,ok
IPOT,bingung baca riwayat transaksi laporannya tdk real time delaynya lama banget plis upgrade dong biar lapiran transaksi keluar masuk real time pusing datanya ngga sama
IPOT,admin sangat baik memberikan solusi dgn cepat
IPOT,hitungan ipot aduuh bikin tekor customer servis tolonglah di perbaiki selamat
IPOT,
IPOT,saya turunin bintangnya mau ganti bank tapi susahnya minta ampun tidak direkomendasikan buat kalian para pemula padahal aplikasi lain banyak yang lebih mudah
IPOT,aplikasinya sekarang kenapa freeze terus ya tidak bisa digunakan
IPOT,oke admin yang terakhir ini fast respon
IPOT,parah ni aplikasi gua inves gede tapi buat login susah padahal name sama pw sudah benar mau perubahan sandi tidak bisa malah di alihkan ke webset yang buat promosi tau begini mending gua inves di bnc semuanya saja tidak usah di sini
IPOT,kok jadi lemot gini yaa
IPOT,mau reset password susah betul
IPOT,aplikasi lo lemot banget jing gua jdi loss
IPOT,apk apa ini customer service lama bales wd lama banget
IPOT,tolong dong ini gimana lemot bangett sekarang pas 2025 bulan meijuni ini log in susah
IPOT,susah mau daftar malah keluar apk sendiri
IPOT,kenapa lama kali masuk dana top up saya
IPOT,cuan cuan cuan
IPOT,mohon jamgan persulit registrasi saya sayain jadi investor mohon mudahkan dan jnahan slelalu minta update aplikasi terua terusan
IPOT,ini kenapa sihaplikasi jadi tolol bangetharga tidak jelas mana y betulmau klik portofolioga kebuka²mau beli atau jual sahamharganya tidak jelasmasa klik saham simpy muncul harga rp1330pdhal harga simp lho rp420hadooooomau jual tidak bisabeli juga tidak bisaaa kalau gini terus bagaimana
IPOT,mereka berikan modal sementara yang sangat merugikan pihak costumer jika di pakai
IPOT,nomor saya hilangkode otp klo bisa dikirim via emailkarna hp yang terdaftar hilang di copet
IPOT,mohon dikasih fitur ahli waris dongtakut saat kita mati mendadak dana hilangsedang keluarga tidak tahu kita punya saham
IPOT,saya tidak bisa daftar selalu upgrade app terlebih dahulu padahal itu saja baru download langsung buat akun kak tolong diperbaiki ya
IPOT,aplikasinya makin kesini makin jelek tiap buka harus direloas terus menerus biar aplikasi jalan otw pindah sekuritas kalau gini
IPOT,penarikan membutuhkan waktu yang cukup lama dana yang ingin ditarik sudah lama disettle masih butuh waktu lama lagi untuk menunggu tanggapan untuk komentar dibawah bahwa dana yang ingin ditarik merupaka free cash yang telah di settle lebih dari 1 minggu edit terdapat masalah dalam proses penarikan dana apresiasi bagi cs yang bersedia membantu sampai masalah selesai
IPOT,ini aplikasi lemot banget ya beda dg stockbit yang satset tolong tim it ipot spy aplikasi tdk lemot banget kdg di klik tidak respon juga
IPOT,aplikasi gaje eror mulu
IPOT,sering eror apalagi jam jam kritis pembukaan market
IPOT,aplikasi yang saya pake bertahun2 mantap
IPOT,bagus
IPOT,kenapa selesai topup ke rdn dan ber hasil tapi aplikasinya tidak bisa di buka
IPOT,sudah di update tapi malah tidak bisa dibuka sama sekali gimana ini
IPOT,good
IPOT,tidak bisa klik sign in pas mau login
IPOT,bagus interaktif
IPOT,keren bagus bngt
IPOT,
IPOT,ipot ok
IPOT,bagus untuk investasi pemulaa
IPOT,sangat bagus apalagi sudah ada fiturrr baruu
IPOT,bagus
IPOT,mantapp
IPOT,bagus banget aplikasinya kebetulan ikut investasi di ipot penarikan maupun beli sahamnya sangat mudah
IPOT,mudah
IPOT,mantap
IPOT,keren aplikaai onljne tradingnya ipot
IPOT,aplikasinya mudah adminnya ramah cepat tanggap solutif sudah pakai ipot sejak 2018
IPOT,sangat membantu untuk saya aktif lagi di ipot setelah fakum transaksi 5 tahun
IPOT,suara mas penny familiar deh
IPOT,mudah
IPOT,keren
IPOT,mudah aplikasinya
IPOT,registrasi ribet susah sinyal lemot dikit langsung ngulang dari awal jadi males registrasi mending stockbit saja
IPOT,sangat memuaskan pengguna
IPOT,aplikasi jelek ngelag gajelas mau reset data akun susah banyak ngeribetin yang baru mau join jangan pakai aplikasi ini jelek
IPOT,good respon
IPOT,terbaik dan ramah
IPOT,mau forgot pasword aneh nik dan jwb pertanyaan konfirmasi sudah benar malah lari ke web page lain
IPOT,aplikasi bagus pelayanan sangat baik memiliki respon cepat terhadapa kendala konsumen
IPOT,aplikasi sudah di update 2x bikin acount gagal dengan email dan no hp yang berbeda padahal sudah tahap ttd digital tidak bisa melanjutkan ke proses selanjutnya dengan keterangan minta di update aplikasi sedangkan coba regist ulang dengan kedua acount tersebut tidak bisa karna no hp dan email sudah terdaftar case bikin acount ke dua karna email dan no hp yang pertama sudah terdaftar dan coba bikin acount baru yang ke dua dan ternyata sama saja payah
IPOT,bagaimana mau registrasi minta update padahal baru diinstall repot
IPOT,awalnya aplikasi ini bagus terpercaya tapi setelah beberapa tahun pakai malah sering ada kendala pencairan dana ke rekening 2kali mengalami wd tidak masuk2 sampe berhari2 saldo tidak dikembalikan dan laporan juga tidak sesuai dikomplain csnya tidak mau tahu tidak usah pake broker ini jelek banget sudah tidak terpercaya feenya juga mahal daripada aplikasi lain
IPOT,fast respon pada konsumen sangat membantu
IPOT,keluar sendiri g bisa login makin sering ngelag
IPOT,maaf ini kenapa ya di hp saya tidak mau realtime dan tidak bergerak bulan² ini ada apa ya padahal wifi kenceng kuota ada bisa di buka cuma akhir bursa jam 1545 setiap hari apa yang salah ini sekuritas sebelah aman² saja sampai saya buka lewat web akhir nya baru bisa kenapa demikian
IPOT,tlong di bantu saya sudah oernah daftar tapi nomor telepon nya sudah beda bagaimana cara saya masuk
IPOT,sengaja sy ksih ranting 5 cm mau smpaikn tlng data pribadi sya jngn d slh gunkn krn sy baru cb dftar tpi stelh selesai dftr mau login tdk bisa dngn alsn fasford slh atau tdk falid bru jga dftr sdh d buat kece
IPOT,mohon diperbaiki untuk bugnya sering keluar sendiricontok apk lainnya
IPOT,i love ipot app semoga terus berkembang dan lebih baik lagi
IPOT,butut
IPOT,withdraw di hari sabtu di rdn berkurang di rekening tujuan tidak sampai sudah komunikasikan ke cs lewat whatsaap katanya akan di kembalikan ke rdn tapi sampai 8 hari nilai yang di withdraw tidak masuk kembali ke rdn indopremier tidak seperti dahulu lagi
IPOT,fee nya lumayan
IPOT,pengalaman penggunaan buruk terlalu rumit dan ngga ramah untuk user retail auto tarik dana dan pindah sekuritas ini mah kalau ngga ada maintenance
IPOT,proses pemindahan saham ribet sudah kirim form fisik pun masih ditolak padahal yang ingin dipindahkan sama sudah rugi print materai biaya kirim form fisik masih saja ditolak ribet
IPOT,setelah updete malah tidak bisa ngetik di pencarian kode emiten saham bukan nya tmbh baik malah busuk dlm wktu dkt jika tdk knjung di perbaiki psti bnyak yang pindah
IPOT,aplikasi suka ngbug tiba tiba stuck
IPOT,login susah banget mau top up tampilannya tidak user friendly mau beli gagal terus padahal di app sebelah kalau lg tidak bisa dibeli order masuk tp keterangan pending intinya tidak ramah pemula saya nyesel top up disini mau pindahin saja ke sebelah lah
IPOT,parah lemot banget
IPOT,baru buat akunuda tdk bisa menggunakannya tidak jelas
IPOT,untuk log in butuh waktu yang lama knp jd makin berat saja trll banyak fiturr
IPOT,daftarnya susah amat
IPOT,mengapa saya tdk bisa download ipot di perangkat hp saya
IPOT,interface nya buruk sekali
IPOT,ipot pergerakan candlenya lambat malah kadang tidak muncul pergrekan candle hari ini parahhh
IPOT,sering log out sendiri kalau mau masuk pun susah kocak ini aplikasi
IPOT,aplikasi buruk masa mau masuk kategori pekerjaan tidak bisa cari kategori lain yang cuma pendidikan aneh
IPOT,setelah update semakin gag beres aplikasinya
IPOT,parah sih di update jdi sering kluar sendri pas mau masuk ngelag minta smpun ini gimana ya klau misal kita mau jual saham aplikasi malah susah di buka klau gini terus mending pindah sebelah deh
IPOT,aplikasinya sering loading lama padahal internet lancar chache dihapus tolong buat tim it nya untuk tingkatkan lagi agar lebih satset aplikasinya
IPOT,pantasan ranting aplikasi nya ngak naik² mau masuk saja susah
IPOT,tidak bisa masuk sama sekali parah ni app tolong di perbaiki
IPOT,saya sudah daftar dari kemarin kok belum ada info y
IPOT,mau daftar saja susah padahal ektp sudah sesuai
IPOT,mau login saja susah banget suruh nunggu mulu
IPOT,sering lambat ketika mau mencari saham aplikasi berat dan ribet
IPOT,memuaskan
IPOT,kenapa account bank tibatiba berubah hampir saya withdraw ke rekening yang saya tidak kenal untuk perubahan acount jg susah sekalitidak ada call center 24 jam
IPOT,bagus 1 aplikasi bisa untuk beli apa ja
IPOT,pertama belajar investasi saham 2023 di app ini atas saran teman dan hampir 100 portofolio aku di sini aplikasi mudah di gunakan dipahami dan aku percaya semoga amanah
IPOT,sip bagus untuk berinvestasi
IPOT,update terbaru tidak bisa masuk
IPOT,jooss
IPOT,aplikasi lemoooooooooott
IPOT,ribet dan sulit untuk di akses
IPOT,admin respon zag zeg oke rekomendasi si utk anak muda
IPOT,bagus
IPOT,pelayanannya mantap
IPOT,oke kdepannya smoga bsa lbih baik lgi
IPOT,untuk mendaftar saja susah nya setengah mati kendala nya diwaktu memasukan chapca tidak pernah berhasil soalnya layar untuk mengetik nya tidak bisa muncul dilayar nya bagaimana bisa sudah berpuluh puluh kali diulang tetap saja begitu harus nya chapca itu harus di ganti dengan model yang lain supaya orang bisa mendaftar dengan lancar tolong di perbaiki aplikasi supaya orang ingin masuk ke aplikasi anda jangan dipersulit
IPOT,bagus cuman perlu pengembangan lagi biar lebih cepat
IPOT,tampilannya ribet
IPOT,kode otp tidak pernah muncul nomor sesuai dengan yang terdaftar
IPOT,aplikasi stuck di jam urgent kan parah ini harusnya untung jadi rugi gara2 ipot
IPOT,aplikasi sulit bngt dipake sering error tidak jelas merugikan bngt mau transaksi malah eror terus auto tutup akun disini busuk
IPOT,sistemnya saja tolol apalagi aflikasinya menyesal pakai afk iniaflikasi sampah
IPOT,sementara bintang 1 dulu soalnya saya setiap daftar pas verifikasi vidio tidak bisa bisapadahal vidio yang saya kirim sudah jelas saya coba pakai senter ke muka saya coba vidio di siang hari di luar ruangan tapi tetep bilang nya tidak sesuai
IPOT,pelayanan pengaduan trouble dalam aplikasi sangat membantu
IPOT,token nya kgk bisa nih bolak balik tidak ada notif nya apa lg problem ya
IPOT,update mutasi nya lambat harus nunggu besok nya baru bisa d cek
IPOT,kenapa susah login yapadahal password sudah bener kode otp pun tdk masuk2 lewat wasms
IPOT,market live digratiskan sajatak perlu dikenakan biaya
IPOT,deposit uang saya belum masuk sudah hubungi bantuan ngga dijawab
IPOT,aplikasi ok
IPOT,memuaskan
IPOT,kenapa bisa jadi ndk bisa dibuka aplikasi saya ini min tolong diperbaiki
IPOT,mau log in saja susah aplikasi tampilan busuk menunya mempersulit keadaan
IPOT,updatenya busuk klik2 malah g klik chat jga g muncul tulisannya
IPOT,terbaik pokoknya
IPOT,kalau bisa bank tujuan penarikanya bisa diubah min
IPOT,hello ipot sy sudah 4 bulan belum bisa login lagi apa kabar saham saya gila yaa nyusahin orang saja otp tidak masuk ke wa mau sampai kapan ni sy tidak bisa masuk pengguna lama yang sudah hampir 4th pake ipot masa mo login liat saham sendiri tidak bisa itu duit sy sy tidak bakal ikhlas
IPOT,login gagal terus minta lupa password tidak bisa2 pas keluar halaman verifikasi langsng ganti tampilan gimna ini
IPOT,terlalu rumit mau reset password
IPOT,kenapa sekarang withdraw susah ya tidak masuk2 ke rekening pribadi pdahal saldo di aplikasi sudah berkurang tpi belum juga masuk di rekening pribadi
IPOT,jangan pake aplikasi ini ini aplikasi menyesatkan dana rdn di ipot tidak bisa dicairkan proses berbelit belit cs payah tidak ada solusi
IPOT,tidak bisa di buka
IPOT,tidak bisa login
IPOT,harusnya kalau mau memperketat demi keamanan pengguna jangan suruh pakai otp lagi kan yang paling penting sudah ada username pasword bahakan ada pin tolong pertimbangkan lagi soal bagaimana jika pengguna email nya sudah tak aktif kemudian no hp yang terdaftar di ipot pun sudah terblokir mengaktifkan email dan no hp yang terblokir sekarang tidak gampang mass sy tidak bisa masuk jadinya
IPOT,situs ipotpay tidak bisa diakses akun bank saya terganti ke akun bank yang sudah tidak aktif saya tidak bisa mengganti akun bank saya kalau seperti ini pelayanannya
IPOT,sudah verifikasi semua kenapa rdn belum muncul apa nunggu beberapa hari lagi min
IPOT,indopremier makin besar harusnya makin inovatif dan makin memenuhi harapan2 tradernya dulu setiap akan ada pembagian deviden kita dpt info by email jumlah nominal share atau deviden cash dan kapan akan di bagikan tapi sekarang ampe budex nanya ama cs tidak dapat jwaban menyenangkan katanya suruh cek di preiodical report ini juga cek paling di hari h baru muncul selalu telat dari sekuritas yang lain yang sudah jauh jauh hari info perincian devidenharusnya makin berkembang bkn kemunduran
IPOT,aplikasi saya sudah lama di tutup sekarang sudah di aktifkan kembali dg gampang
IPOT,autentikasi fingerprint nya kurang bagus tolong di perbaiki dan juga ketika masukin pin kok salah
IPOT,minta ktur di persulit pelayanan tidak cepat dan ramah mending sekuritas sebelah pas minta langsung dikirim
IPOT,bintang 5
IPOT,halo kenapa semua proses yang berhubungan dengan dana nasabah seperti di tahan dalam waktu yang lama seperti isi saldo rdn tidak langsung masuk sampai ber jamjam bahkan berharihari saldo transakasi penjualan juga tidak kunjung masuk ke akun tolong di perbaiki pelayanannya agar kami semua tidak khawatir
IPOT,saya sudah daftar kok gabisa sign in
IPOT,mantap
IPOT,setelah update jadi tidak bisa buka aplikasi sama sekali baca ulasan lain mereka pun mengalami permasalahan yang sama tolong tim it diperbaiki sudah hapus cache internet lancar sinyal bagus masih tetap seperti itu edit masih tetap sama walau sudah clear data dll
IPOT,saya melakukan penarikan namun belom masuk hingga sekarang diberikan informasi bahwa masih tertahan namun belom ada konfirmasi lanjutan hingga sekarang
IPOT,mau login kode otp nya tidak muncul padahal sinyal lancar munculnya sejam kemudian
IPOT,terlalu susah untuk login opsi google login atau sidik jari nya dong min kayak sekuritas lain
IPOT,kemarin tanggal 11 sempat wd 2x di jam yang berbeda pertawa wd sekitar jam 11 yang kedua sekitar jam 2 nominal kecil semua sebearnya tapi anehnya wd yang pertama sampai sekarang belum masuk ke rekening sudah kirim email keipot langsung tapi tetep tidak ada tanggepan gara gara itu kepercayaan saya keipot menurun padahal sudah pakai sejak sma rencana mau pindah kestokbit atau bibit dulu sampai masalahnya diatasi
IPOT,reset sadi ribet banget
IPOT,akun saya ke hack ya tidak bisa login setelah komplain saya kemarin gabisa login lalu ke forced close berkali² sekarang saya juga tetap tidak bisa login dan dibilang unamepw nya salah padahal sudah benar dan saat saya coba ganti pw saya tunggu kode otp nya tidak masuk² tolong hapus akun saya saja daripada data saya kepake yang ngga²
IPOT,sering lag tampilan salah fitur ada yang tidak berfungsi sulit dipahami pemula
IPOT,sorry aplikasi ini tidak cocok buat pemula karena tampilannya sangat membingungkan dan kadang lemot mau hubungi cs juga bingung karena tidak dicantumkan atau disediakan fitur untuk terhubung dengan cs
IPOT,force closed setiap saat
IPOT,mau masuk akun ajah susah amat pake fitur reset password malah di persulit lawak amat ini apk
IPOT,mantap
IPOT,sekarang terlalu susah untuk wd dan jual saham kenapa jual saham selalu gagal suruh coba lagi coba lagi tidak ada kata lain
IPOT,request otp gagal melalui whatsapp atau sms tidak bisa dilakukan sehingga login aplikasi tidak bisa bgm solusi
IPOT,fitur lumayan ok tapi saya mengeluh dengan eksekusi buysell sayangnya harus manual ketika memasukan jumlah lot coba dibikin otomatis d singkronkan dengan saldo khas yang ada seperti sekuritas sebelah seperti pengalaman saya saat scalping ketika mau beli berapa lot harus memasukan manual dan harga sudah keburu naik tinggi saya harap pihak software developer menambahkan fitur itu dan bersaing dg sekuritas sebelah thank u
IPOT,sekuritas pertama sayafee nya good buat investasi jual beli fitur aplikasinya lengkap dan mudah di mengertiadminnya juga gercep pokoknya keren deh ipot
IPOT,kode otp tidak masuk
IPOT,sangat bagus
IPOT,aplikasi dan team ipot sangat profesional dan cepat tanggap
IPOT,setelah update malah tidak bisa login ke akun saya padahal pasword dan user name sudah benar
IPOT,tidak bisa wd ini gimna ceritanya di hub layanan wa ngga ada balasan sama sekali
IPOT,proses lama
IPOT,tampilanny buruk tombol pin sering tidak bs dipencet
IPOT,sudah bbrp hari ini performa ipot sangat tidak baik apakah teknologinya yang sudah usang ataukah sedang maintenance perhatikan broker pendatang baru jangan sampai kalah saing lihat itu ratingnya makin turun hari ini 24032025 sudah baik performa ipot normal kembali terimakasih admin atas arahanya
IPOT,upadte terbaru ini malah tidak bisa digunakan kompatibel ke perangkat hp saya padahal hp saya samsung note 8
IPOT,untuk pemula seperti saya cukup membantu informatif terutama untuk chart sedikit masukan bagian robo trading bahasanya bisa lebih mudah masih bingung mungkin apa saya pemula tapi overall ok awal bagus tahun 2022 saya kasih bintang 5makin lama kesini makin turun kualitasnya serta layanan customernya kalau ada peluang mungkin akan pindahin saham ke sekuritas lain
IPOT,aplikasi tidak bisa dibuka selalu keluar sendiri
IPOT,good
IPOT,ini aplikasi pertama saya mengenal saham makin kesini makin parah g bisa akses akun sudah ikut prosedur tetap g bisa diupdate malah makin buruk
IPOT,lagilagi sudah login padahal sudah clear data aplikasi dah lah jadi males pake ipot aplikasi nya makin berat dan makin sulit dipake
IPOT,update lagi yang beneran lah
IPOT,oke sdh bs masuktks
IPOT,payah tidak menerima otp sampai 3 kali minta
IPOT,di update malah tidak bisa di buka
IPOT,aplikasi ngelag kebanyakan sistem tidak jelas beda dengan stokbit yang lancar karena simple tampilannya tolong dibikin simple karena ini cuna transaksi bukan game online yang butuh banyak halhal menarik
IPOT,error mulu
IPOT,sdh bagus hanya ketika username password nik email nohp tdk bisa masuk tdkada pemberitahuan masuk melalui wa email ini yang membuat bingung
IPOT,mudah lengkap dalam penggunaan
IPOT,kalau mau mengetik selalu tidak bisa jadi sudah login padahal saya pakai ipot sudah dari tahun 2018 lebih enak pakai ipot ultima
IPOT,semoga tidak terulang kembali ipot susah loginnya
IPOT,di saat mau tp malah keluar automatis dan susah login lagi mohon di perbaiki sistem nya
IPOT,sering logout sendirisangat merepotkankrna terkadang lupa passworddan berujung harus atur2 lagi
IPOT,ini knp ipottiba2 logout tidak bs loginsmua otp sudah di msukan tp ttp stuck g bsa masukcs smua diam mmbisu
IPOT,min saya dari tdi pagi kok gabisa login ya selalu muncul notif tunggu terus
IPOT,saya kok tidak bisa login yaa tiba tiba tidak bisa login sudah sudah instal ulang juga kenapa yaa no telp cs nya tidak bisa di telp
IPOT,kepada admin ipot agar segera tangani perhari ini kami ngak bisa login gimana kita mau transaksi btw ada saham yang hrs dipantau semoga dgn perbaikan bisa sesegera mungkin teratasi klo bisa ada menu pre market juga ya agar kita makin cinta dgn ipot
IPOT,makin lama makin nyusahin masa mau login ajah sulitnya minta ampun
IPOT,sangat buruk sudah waktunya pindah saya tidak bisa sign in cs tidak ada respon sangat buruk
IPOT,ya allah mkin hri mkin kesel aj d buat apk ini login aj susah minta ampun ini sangat merigikan retail mw transaksi jd tertunda
IPOT,semakin kesini ipot jadi susah d akseslogin pun tidak bisa susahnya minta ampuntolong dong bisa d perbaiki lg ipotsupaya tidak pindha ke apk lain
IPOT,tidak dapat login padahal username password dan pin benar mohon solusinya dan perbaikannya jika seperti ini banyak yang pindah ke aplikasi sebelah yang lebih bagus ipot sering error dan susah login
IPOT,maret 2025 aplikasi jadi susah login kenapa ya kadang hrs 2x sekarang malah tidak bisa dibuka harap menunggu beberapa saat hadehhhh
IPOT,ok
IPOT,per hari ini 17 maret 2025 saya tidak bisa login ke aplikasi akun ipot saya padahal username dan password sudah benar berkali kali saya coba ttp tidak bisa tolong diperbaiki masalah ini saya sudah kirim email tidak ada tanggapan
IPOT,susah untuk login padahal pass dan user sudah benar mending cabut saja dari sekuritas satu ini fee mahal dan tampilan app tidak bagus2 amat
IPOT,aplikasi gabisa dibuka login request otp gamasuk2 admin fee mahal plis gausah dipake ni apk busuk mau scalping jadi ketinggalan mulu
IPOT,sering sering ya error di jam bursanya terimakasih
IPOT,gmn ni tidak bisa msk ayo lah aplikasinya di bikin yang bner jgn bnyk mslh
IPOT,saya tidak bisa login aku padahal user dan pswd sudah benar
IPOT,tolong lah aplikasinya dibantu saya masukka id benar pasword benar kok tidak bisa masuk sih
IPOT,semenjak update jadi gabisa login akun kenapa ya padahal tadi sekitar jam 4 pagi masih bisa masuk
IPOT,woi kenapa lagi nii ipot tidak bisa loginwoi
IPOT,susah login padahal sudah update tolong perbaiki saya pake oppo reno 13f apakah support
IPOT,gangguan terus bye
Stockbit,sangat membantu
Stockbit,sekuritas tidak jelas mau login kembali di perangkat yang sama malah suruh periksa perangkat yang ini juga coba cara lain malah bank pencairan tidak sesuai padahal rekening sudah bener semua kenapa tidak verifikasi lewat email atau nomor telepon saja sih
Stockbit,wow bagus sekali versi 3132 ini banyak fitur baru yang sangat sangat ok terima kasih banyak developeradmin kalau bisa ada fitur detil pembelian penjualan dalam rupiah
Stockbit,nice
Stockbit,mau login kembali susah jika tidak sengaja terhapus aplikasi nya padahal sudah jujur saja susah
Stockbit,stockbit ok
Stockbit,tidak banyak berbicara dan menuliscukup baik dan lanjutkan kedepannya
Stockbit,verifikasi register sulit ribetpadahal sdh 45 kali diulang otw uninstall
Stockbit,
Stockbit,keren kalau bisa dapat ipo lebih banyak
Stockbit,pelayanan cs–nya jelek banget
Stockbit,so far ui dan uxnya paling enak
Stockbit,lemot banget si buat wd
Stockbit,mudahan dan simpel
Stockbit,chartbit tidak ada
Stockbit,ngobrolll ama cs lama banget responyaa 3 jam 1 pesan lo tidur itu cs nya apa begimane
Stockbit,masuk menggunakan device truce tidak bisa karna notifikasi tidak muncul sama sekali hadeh
Stockbit,mantappp
Stockbit,trading simple n analisa orderbook okn hanya kdg mau bug ato staqbut overall stockbit sekuritas mantap
Stockbit,baik
Stockbit,eror terus buka apa apa tidak bisa
Stockbit,tampilannya simple dan bagus andai saja untuk kedepan stock us bisa ikut mejeng di stockbit pastinya semakin lengkap
Stockbit,stockbit mantap sekarang untuk transfer saham internal bikin list dari dan ke tampilin sahamnya kayak ipot tuh bagus dan mudahtolong ya trus multi akun sudah bagus cuma masih 2 tambahnya ipot bisa lebih trus bisa akun margin dong masa sudah gede tidak ada akun marginnya biar makin sukses stockbit sudah saya kasih bintang 5 ini
Stockbit,aplikasi saham yang lumayan bagus stockbit bagus sih buat saya
Stockbit,makin canggih malah makin lag kembalikan stockbit yang dulu lancar jaya
Stockbit,banyak bid fake perbaiki
Stockbit,kecewatidak bisa daftar aplikasi sistemnya banyak erornyabila masukan user name yang benar di bilang salah dimasukan kode otp yang benar jyga dibilang salah
Stockbit,semangat investasi
Stockbit,untuk stokbit desktop nya kok sering error ya update ternyata sering error awal awal lancar terus kok lama lama tidak bs di apa apa in di close dan ternyata tidak bisa masuk aplikasinya gimana ini
Stockbit,agak kecewa akhir2 ini untuk pre opening market buka sangat lemot jadi yang harusnya untung malah buntung
Stockbit,secara teknis dan fitur cukup bagus namun ntuk layanan service supportnya masih kurang terlalu lama responnya beda dg sebelah gercep kedepannya lebih diperbaiki
Stockbit,di tunggu fitur summary midday berdasarkan nilai transaksinya ya min
Stockbit,yah error terus update star 3 dl kalau error tdk terulang lagi lanjut 5
Stockbit,tampilan untuk tablet sangat tidak menarik
Stockbit,hallo stockbit team kapan rdn mandiri bisa release di stockbit ayo dong ditambahin
Stockbit,logout mulu
Stockbit,pelayanan terbaik terbaik lah pokoknya
Stockbit,verifikasi ribet
Stockbit,sekuritas dengan ui yang bagus dan fitur yang lengkap mantap stockbit
Stockbit,sekuritas dengan fitur analisis terbaik
Stockbit,bagus mudah dimengerti
Stockbit,uang tidak bisa di ambil
